sample,ASV1,ASV2,ASV3,ASV4,ASV5,ASV6,ASV7,ASV8,ASV9,ASV10,ASV11,ASV12,ASV13,ASV14,ASV15,ASV16,ASV17,ASV18,ASV19,ASV20,ASV21,ASV22,ASV23,ASV24,ASV25,ASV26,ASV27,ASV28,ASV30,ASV31,ASV32,ASV33,ASV34,ASV35,ASV36,ASV38,ASV39,ASV41,ASV44,ASV45,ASV46,ASV47,ASV49,ASV50,ASV52,ASV53,ASV56,ASV57,ASV58,ASV60,ASV61,ASV62,ASV63,ASV64,ASV66,ASV67,ASV68,ASV69,ASV70,ASV71,ASV72,ASV74,ASV75,ASV77,ASV78,ASV84,ASV85,ASV86,ASV91,ASV94,ASV95,ASV96,ASV97,ASV98,ASV101,ASV104,ASV105,ASV108,ASV110,ASV111,ASV112,ASV113,ASV114,ASV115,ASV117,ASV118,ASV122,ASV124,ASV125,ASV126,ASV127,ASV130,ASV131,ASV132,ASV135,ASV137,ASV139,ASV141,ASV145,ASV151,ASV155,ASV161,ASV162,ASV163,ASV169,ASV177,ASV181,ASV191,ASV199,ASV203,ASV205,ASV206,ASV210,ASV222,ASV228,ASV243,ASV252,ASV262,ASV267,ASV271,ASV286,ASV297,ASV343,ASV351,ASV355,ASV356,ASV368,ASV372,ASV430,ASV472,ASV513,ASV534,ASV546,ASV553,ASV591,ASV602,ASV610,ASV616,ASV627,ASV630,ASV633,ASV637
tdna041,952,84657,600,34265,0,0,12182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193,0,0,0,4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna041,4750,37852,1780,20808,3538,0,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,7127,0,12156,0,0,0,0,0,0,0,0,0,0,0,0,22409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,11,0
tdna041,0,862,114,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna042,2922,6554,1056,0,2396,580,5989,0,2211,3694,0,0,0,0,1428,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,70,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna042,1490,6227,1354,5011,3185,0,2260,0,0,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,24,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna042,467,3517,284,71,1923,171,2530,0,0,5174,0,0,0,0,0,0,0,0,0,0,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna044,54,0,3008,0,13059,0,20879,0,29997,0,0,0,0,0,0,0,0,0,0,0,17886,28540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,900,0,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
tdna044,42,0,0,0,0,0,2880,0,11,0,0,0,0,0,0,0,0,64767,0,0,0,14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
tdna044,249,0,0,0,0,0,1005,0,15593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna045,5668,48008,2361,27177,0,0,16337,0,16230,0,0,0,0,4050,0,0,0,0,5663,0,0,0,0,0,0,0,0,0,2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna045,1668,30220,1527,6871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
tdna045,771,12006,30,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna046,2607,3560,4475,0,27,0,0,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,41,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
tdna046,437,21,35,0,0,0,0,0,0,3058,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna046,0,9,363,0,125,0,517,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,71,0,0,136,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna047,74304,0,8980,0,72022,134866,32789,0,0,10830,0,6204,0,0,0,0,0,7373,0,0,0,0,0,0,0,0,0,0,0,9436,0,0,0,1049,0,0,0,0,0,5538,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,8887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna047,11804,29,86,0,5178,78227,10172,0,0,5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,284,0,124,0,0,0,0,5052,0,0,0,0,0,0,0,4265,0,1341,0,3796,0,0,0,0,0,0,0,0,0,2317,0,0,0,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna047,21637,0,163,0,9483,143255,18691,0,0,10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,572,0,301,0,0,0,0,10103,0,0,0,0,0,0,0,7973,0,2628,0,6861,0,0,0,0,0,0,0,0,0,4067,0,0,0,3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
tdna048,38,51067,0,27262,0,0,34515,0,0,0,0,0,17082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna048,0,53433,136,803,0,0,0,0,0,15136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna048,0,23211,342,602,4159,0,2444,0,0,0,0,0,4595,0,7230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna049,63361,10276,2260,0,1453,24567,6425,0,8361,6166,0,0,0,0,506,0,0,2996,0,0,759,0,0,0,0,0,5339,0,0,0,0,0,0,220,0,0,0,0,0,397,0,0,0,0,0,377,0,2216,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639,0,0,0,50,0,0,0,0,1413,0,0,0,0,0,0,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna049,57201,0,6637,0,5607,37484,494,7819,0,0,0,0,12624,0,516,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473,2920,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,13,0
tdna049,37350,0,133,0,2494,29837,0,0,0,3989,0,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,2538,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
tdna050,38146,734,106992,5204,5004,0,1081,3682,758,0,0,1974,6691,177,625,0,1601,1342,0,0,0,0,0,0,0,2142,0,0,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,174,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,98,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,221,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna050,13157,0,39332,1080,3298,0,1074,1201,0,0,0,729,2840,196,159,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,144,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
tdna050,23296,210,45212,1640,2956,0,282,2634,0,0,0,1389,3699,0,326,0,0,0,0,0,570,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,1222,0,0,54,0,0,0,0,0,0,0,0,0,0,99,0,87,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,12,0
tdna051,40500,537,5998,197,10099,7,1727,3007,0,15285,142,2920,0,1102,0,0,3130,326,0,0,212,0,141,0,0,1335,0,0,0,0,0,0,0,595,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna051,54034,34,4683,1667,7224,0,873,3364,0,19704,347,4480,0,556,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,0,0,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,22,0
tdna051,67890,0,2938,0,6193,0,3004,4351,0,18872,0,6123,0,39,1054,0,0,0,0,3287,478,0,3773,0,0,7282,0,0,0,0,0,0,0,1648,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna052,67247,1895,3330,936,13410,1004,3363,4435,0,8487,109,5450,0,262,0,0,28581,1024,0,0,380,0,343,26,0,1912,0,0,0,0,0,0,178,190,0,0,587,0,0,0,0,0,0,63,0,0,0,0,0,0,0,709,0,0,0,3230,0,0,0,0,0,0,0,0,1492,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
tdna052,52346,3568,2320,1535,6140,86,2967,2748,0,0,378,7875,6821,0,352,0,10174,69,0,879,0,0,736,0,0,1818,0,0,0,0,0,0,0,1213,0,0,716,0,201,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,4352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,0,0,40,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
tdna052,37420,706,1802,1817,4802,0,1302,7169,0,0,0,6651,3561,297,211,0,23555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,893,0,0,603,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,4501,0,0,0,0,0,0,95,0,33,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna053,16543,186,3299,2126,3559,0,0,0,0,30185,0,0,0,0,0,9393,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,2636,0,0,0,0,0,0,0,5388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna053,2871,0,0,0,0,0,674,3511,558,20521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna053,16330,0,57,4225,2277,0,5554,0,0,0,0,0,11949,0,1093,0,0,0,0,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna054,124100,793,21958,8616,24498,997,7191,22065,3534,0,2877,27260,15348,9559,5995,0,4273,721,0,0,1057,0,1331,0,1583,0,0,0,0,2166,0,0,596,419,0,0,1345,0,0,14,0,0,0,0,1590,0,0,326,0,0,0,359,0,0,0,0,2171,0,0,0,0,0,588,0,0,0,0,2291,0,774,0,0,0,0,0,0,664,1498,0,0,50,973,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,122,0,0,0,170,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0
tdna054,54061,881,7902,4045,9891,0,3478,8396,0,0,595,8321,5706,7140,741,545,502,894,0,0,226,0,0,0,0,732,0,0,0,0,0,0,0,1253,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,126,0,0,1917,0,0,0,0,0,0,0,0,0,316,0,0,0,12,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,62,0,0,482,0,0,0,0,0,0,0,0,0,0,0,20,0
tdna054,46378,1184,2767,1991,4676,27,1049,5907,286,0,0,4739,5228,1828,875,0,436,111,0,0,525,0,0,0,0,0,0,0,0,0,553,0,0,1359,0,1078,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,104,373,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna055,145,0,26289,3463,0,0,15011,0,0,5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna055,28041,11367,62,2067,0,77,0,4314,0,50016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
tdna055,78,11041,10088,0,0,0,25476,0,0,0,0,0,34880,0,0,108247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
tdna056,63022,2121,18180,3346,13254,0,2926,4589,0,0,269,12141,11508,5358,1033,0,1732,128,0,284,0,0,751,0,0,1709,0,0,0,0,0,0,0,0,0,0,2574,0,9614,116,272,0,0,0,0,0,0,0,0,0,0,1090,0,0,0,0,1336,0,0,0,0,0,100,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdna056,60326,2187,12214,3772,18388,0,2705,4310,949,0,0,14293,10022,3772,535,0,0,642,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,1346,0,0,2876,0,4907,24,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,1685,0,0,0,0,0,312,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
