"","0_SB_15","0_SB_16","100_JS_5","100_MI_3","115_MI_4","120_JF_9","120_JS_2","125_JS_6","140_JS_7","200_JF_11","25_JF_12","50_JS_1","5_JF_TS1","80_JF_10","80_JF_8","80_JF_TS1","80_SB_14","85_JF_TS2"
"ASV90",0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.680494546300237,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554,0.218018313021554
"ASV91",0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.6794498603943,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842,0.213179979364842
"ASV93",0.224209651208216,0.224209651208216,0.224209651208216,0.679115853431351,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216,0.224209651208216
"ASV94",0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.683100757376872,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279,0.226449538457279
"ASV95",0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.678856072326823,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528,0.219706359003528
"ASV96",0.342285200231877,0.844814239976009,0.844814239976009,0.844814239976009,0.342285200231877,0.342285200231877,0.342285200231877,0.342285200231877,0.342285200231877,0.342285200231877,0.844814239976009,0.342285200231877,0.982742748091709,0.342285200231877,0.342285200231877,0.342285200231877,0.844814239976009,0.844814239976009
"ASV98",0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.98633951877765,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016,0.0400121010080016
"ASV99",0.326853197593779,0.326853197593779,0.326853197593779,0.757205126913753,0.326853197593779,0.326853197593779,0.326853197593779,0.326853197593779,0.326853197593779,0.326853197593779,0.757205126913753,0.326853197593779,0.757205126913753,0.326853197593779,0.757205126913753,0.757205126913753,0.326853197593779,0.326853197593779
"ASV100",0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.226336919394327,0.679399477786095,0.226336919394327,0.226336919394327
"ASV101",0.229487190987251,0.671190074208103,0.229487190987251,0.229487190987251,0.229487190987251,0.229487190987251,0.229487190987251,0.229487190987251,0.229487190987251,0.229487190987251,0.229487190987251,0.671190074208103,0.229487190987251,0.229487190987251,0.229487190987251,0.229487190987251,0.229487190987251,0.229487190987251
"ASV102",0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.68221199588897,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736,0.222620076587736
"ASV104",0.681365491597537,0.2496648392007,0.2496648392007,0.2496648392007,0.2496648392007,0.681365491597537,0.2496648392007,0.2496648392007,0.2496648392007,0.2496648392007,0.681365491597537,0.2496648392007,0.2496648392007,0.2496648392007,0.2496648392007,0.2496648392007,0.2496648392007,0.2496648392007
"ASV105",0.322635251560969,0.322635251560969,0.752343676575234,0.322635251560969,0.752343676575234,0.322635251560969,0.322635251560969,0.752343676575234,0.322635251560969,0.322635251560969,0.322635251560969,0.322635251560969,0.322635251560969,0.752343676575234,0.322635251560969,0.322635251560969,0.752343676575234,0.322635251560969
"ASV106",0.802450329704026,0.380164761237681,0.802450329704026,0.380164761237681,0.380164761237681,0.380164761237681,0.380164761237681,0.380164761237681,0.380164761237681,0.380164761237681,0.802450329704026,0.802450329704026,0.380164761237681,0.380164761237681,0.802450329704026,0.380164761237681,0.380164761237681,0.802450329704026
"ASV107",0.220176477464143,0.220176477464143,0.682219125032849,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143,0.220176477464143
"ASV111",0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.687302077652902,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098,0.227635958360098
"ASV114",0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.686544726169501,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234,0.22830325001234
"ASV116",0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.692141580190447,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554,0.233935467853554
"ASV117",0.22256533137674,0.22256533137674,0.687766200114028,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674,0.22256533137674
"ASV118",0.122745455177646,0.122745455177646,0.122745455177646,0.122745455177646,0.122745455177646,0.122745455177646,0.122745455177646,0.122745455177646,0.122745455177646,0.122745455177646,0.694405354947535,0.122745455177646,0.97361646047031,0.122745455177646,0.122745455177646,0.694405354947535,0.122745455177646,0.122745455177646
